content	date	key
"{""age"":28,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":366793,""dimension_condition"":4,""coherence_condition"":70,""predictive_dim"":9,""predictive_idx"":3,""feature_positions"":""2_1_3_0"",""feature_dims"":""13_4_12_9_2_5_14_3_8_1_15_11_10_6_7_0"",""trial"":15,""block"":1,""block_trial"":15,""stim"":""0011"",""shuffled_stim"":""1010"",""label"":1,""rt"":2044,""button_value"":0,""completion_code"":20608}"	2017-08-11T14:14:18	5001968841916416
"{""age"":30,""gender"":""male"",""country"":""India"",""experiment"":""exp_two_no_timer"",""subject_ID"":316251,""dimension_condition"":16,""coherence_condition"":80,""predictive_dim"":3,""predictive_idx"":8,""feature_positions"":""9_10_1_12_3_8_4_6_0_2_11_14_13_7_15_5"",""feature_dims"":""10_9_12_1_6_7_5_14_3_8_4_0_13_15_2_11"",""trial"":28,""block"":2,""block_trial"":8,""stim"":""1111111111111111"",""shuffled_stim"":""1111111111111111"",""label"":1,""rt"":6478,""button_value"":1,""completion_code"":45105}"	2017-08-11T14:05:40	5002999634067456
"{""age"":29,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":426989,""dimension_condition"":4,""coherence_condition"":80,""predictive_dim"":4,""predictive_idx"":1,""feature_positions"":""2_0_1_3"",""feature_dims"":""1_4_15_5_12_9_3_11_10_14_0_2_13_6_8_7"",""trial"":16,""block"":1,""block_trial"":16,""stim"":""0011"",""shuffled_stim"":""1001"",""label"":1,""rt"":894,""button_value"":1,""completion_code"":14359}"	2017-08-11T13:54:44	5003115866619904
"{""age"":46,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":196341,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":4,""predictive_idx"":9,""feature_positions"":""6_4_7_2_8_9_3_5_1_0"",""feature_dims"":""0_5_14_15_10_12_13_3_11_4_7_8_6_2_1_9"",""trial"":69,""block"":4,""block_trial"":9,""stim"":""1010100101"",""shuffled_stim"":""0111010001"",""label"":1,""rt"":3124,""button_value"":0,""completion_code"":39179}"	2017-08-11T15:56:37	5003809772273664
"{""age"":29,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":276148,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":12,""predictive_idx"":3,""feature_positions"":""1_9_6_0_2_3_5_4_7_8"",""feature_dims"":""11_10_2_12_13_5_15_0_3_4_9_6_8_7_14_1"",""trial"":64,""block"":4,""block_trial"":4,""stim"":""1101111011"",""shuffled_stim"":""1111011101"",""label"":1,""rt"":1380,""button_value"":1,""completion_code"":98117}"	2017-08-11T14:18:32	5004666618249216
"{""age"":40,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":850465,""dimension_condition"":16,""coherence_condition"":80,""predictive_dim"":15,""predictive_idx"":11,""feature_positions"":""11_14_4_7_13_15_10_12_3_5_6_0_1_8_9_2"",""feature_dims"":""10_11_7_4_0_12_6_14_13_3_9_15_1_2_8_5"",""trial"":37,""block"":2,""block_trial"":17,""stim"":""1111011101111100"",""shuffled_stim"":""1001101111111011"",""label"":1,""rt"":3082,""button_value"":1,""completion_code"":28136}"	2017-08-11T14:11:04	5004744196096000
"{""age"":26,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":581005,""dimension_condition"":10,""coherence_condition"":90,""predictive_dim"":8,""predictive_idx"":1,""feature_positions"":""7_0_6_4_8_1_9_3_2_5"",""feature_dims"":""0_8_11_4_7_9_2_13_1_10_3_6_5_12_14_15"",""trial"":94,""block"":5,""block_trial"":14,""stim"":""0010000000"",""shuffled_stim"":""0000000010"",""label"":0,""rt"":1238,""button_value"":0,""completion_code"":59419}"	2017-08-11T14:12:31	5005086719737856
"{""age"":46,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":196341,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":4,""predictive_idx"":9,""feature_positions"":""6_4_7_2_8_9_3_5_1_0"",""feature_dims"":""0_5_14_15_10_12_13_3_11_4_7_8_6_2_1_9"",""trial"":81,""block"":5,""block_trial"":1,""stim"":""1111100001"",""shuffled_stim"":""0101011011"",""label"":1,""rt"":2357,""button_value"":1,""completion_code"":39179}"	2017-08-11T15:58:08	5005195704532992
"{""age"":26,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":581005,""dimension_condition"":10,""coherence_condition"":90,""predictive_dim"":8,""predictive_idx"":1,""feature_positions"":""7_0_6_4_8_1_9_3_2_5"",""feature_dims"":""0_8_11_4_7_9_2_13_1_10_3_6_5_12_14_15"",""trial"":31,""block"":2,""block_trial"":11,""stim"":""1111111111"",""shuffled_stim"":""1111111111"",""label"":1,""rt"":1588,""button_value"":1,""completion_code"":59419}"	2017-08-11T14:04:42	5005511787282432
"{""age"":25,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":773914,""dimension_condition"":10,""coherence_condition"":90,""predictive_dim"":4,""predictive_idx"":6,""feature_positions"":""2_7_5_3_4_8_0_6_1_9"",""feature_dims"":""11_13_15_6_7_5_4_1_3_14_9_2_0_8_10_12"",""trial"":8,""block"":1,""block_trial"":8,""stim"":""0000100001"",""shuffled_stim"":""0000100001"",""label"":0,""rt"":1196,""button_value"":0,""completion_code"":65897}"	2017-08-11T14:52:52	5005533933207552
"{""age"":29,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":928354,""dimension_condition"":4,""coherence_condition"":70,""predictive_dim"":7,""predictive_idx"":1,""feature_positions"":""1_0_2_3"",""feature_dims"":""4_7_3_9_1_15_6_0_11_14_2_12_13_10_8_5"",""trial"":33,""block"":2,""block_trial"":13,""stim"":""1011"",""shuffled_stim"":""0111"",""label"":1,""rt"":1925,""button_value"":0,""completion_code"":76596}"	2017-08-11T14:25:33	5006754509225984
"{""age"":24,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":739468,""dimension_condition"":4,""coherence_condition"":90,""predictive_dim"":1,""predictive_idx"":1,""feature_positions"":""3_0_2_1"",""feature_dims"":""14_1_9_2_4_3_11_15_6_13_5_10_8_7_0_12"",""trial"":66,""block"":4,""block_trial"":6,""stim"":""1111"",""shuffled_stim"":""1111"",""label"":1,""rt"":1525,""button_value"":0,""completion_code"":80380}"	2017-08-11T15:23:03	5006935434723328
"{""age"":28,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":576268,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":3,""predictive_idx"":7,""feature_positions"":""3_2_9_4_8_7_1_0_5_6"",""feature_dims"":""6_0_13_5_9_10_2_3_12_4_14_15_8_7_1_11"",""trial"":1,""block"":1,""block_trial"":1,""stim"":""0010010000"",""shuffled_stim"":""0100000010"",""label"":0,""rt"":5605,""button_value"":1,""completion_code"":38446}"	2017-08-11T15:20:43	5008201107898368
"{""age"":34,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":917082,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":12,""predictive_idx"":9,""feature_positions"":""2_8_9_5_6_4_3_7_1_0"",""feature_dims"":""9_4_13_8_11_10_7_6_5_12_14_1_0_3_15_2"",""trial"":21,""block"":2,""block_trial"":1,""stim"":""0010001011"",""shuffled_stim"":""1110100000"",""label"":0,""rt"":5919,""button_value"":0,""completion_code"":30226}"	2017-08-11T13:54:07	5008849111089152
"{""age"":28,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":576268,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":3,""predictive_idx"":7,""feature_positions"":""3_2_9_4_8_7_1_0_5_6"",""feature_dims"":""6_0_13_5_9_10_2_3_12_4_14_15_8_7_1_11"",""trial"":83,""block"":5,""block_trial"":3,""stim"":""1111011110"",""shuffled_stim"":""1100111111"",""label"":1,""rt"":864,""button_value"":0,""completion_code"":38446}"	2017-08-11T15:33:26	5008893939810304
"{""age"":25,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":773914,""dimension_condition"":10,""coherence_condition"":90,""predictive_dim"":4,""predictive_idx"":6,""feature_positions"":""2_7_5_3_4_8_0_6_1_9"",""feature_dims"":""11_13_15_6_7_5_4_1_3_14_9_2_0_8_10_12"",""trial"":18,""block"":1,""block_trial"":18,""stim"":""0000100000"",""shuffled_stim"":""0000100000"",""label"":0,""rt"":1054,""button_value"":0,""completion_code"":65897}"	2017-08-11T14:53:57	5009009635491840
"{""age"":38,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":684897,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":4,""predictive_idx"":4,""feature_positions"":""9_7_2_5_0_3_1_6_4_8"",""feature_dims"":""12_0_3_6_4_7_10_15_13_14_1_5_8_2_11_9"",""trial"":96,""block"":5,""block_trial"":16,""stim"":""0110000010"",""shuffled_stim"":""0010001001"",""label"":0,""rt"":1976,""button_value"":1,""completion_code"":93463}"	2017-08-11T14:42:11	5009644216909824
"{""age"":21,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":635133,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":2,""predictive_idx"":4,""feature_positions"":""6_4_3_2_0_1_9_8_5_7"",""feature_dims"":""5_1_14_12_2_10_15_9_7_8_4_13_6_3_0_11"",""trial"":68,""block"":4,""block_trial"":8,""stim"":""0111111111"",""shuffled_stim"":""1111011111"",""label"":1,""rt"":720,""button_value"":1,""completion_code"":66292}"	2017-08-11T14:04:42	5010047272747008
"{""age"":34,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":917082,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":12,""predictive_idx"":9,""feature_positions"":""2_8_9_5_6_4_3_7_1_0"",""feature_dims"":""9_4_13_8_11_10_7_6_5_12_14_1_0_3_15_2"",""trial"":27,""block"":2,""block_trial"":7,""stim"":""0101110101"",""shuffled_stim"":""0011011110"",""label"":1,""rt"":2631,""button_value"":0,""completion_code"":30226}"	2017-08-11T13:54:44	5010475561517056
"{""age"":36,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":656820,""dimension_condition"":4,""coherence_condition"":70,""predictive_dim"":5,""predictive_idx"":0,""feature_positions"":""0_3_2_1"",""feature_dims"":""5_7_3_1_10_6_14_13_2_9_15_11_4_12_0_8"",""trial"":83,""block"":5,""block_trial"":3,""stim"":""0111"",""shuffled_stim"":""0111"",""label"":1,""rt"":1364,""button_value"":1,""completion_code"":33260}"	2017-08-11T14:43:15	5010671519399936
"{""age"":41,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":714010,""dimension_condition"":16,""coherence_condition"":70,""predictive_dim"":7,""predictive_idx"":14,""feature_positions"":""2_8_4_3_9_15_12_11_10_5_13_14_1_7_0_6"",""feature_dims"":""8_13_14_15_0_5_3_10_6_4_11_12_9_2_7_1"",""trial"":62,""block"":4,""block_trial"":2,""stim"":""0010000100000000"",""shuffled_stim"":""1000000000000100"",""label"":0,""rt"":1357,""button_value"":0,""completion_code"":86425}"	2017-08-11T15:39:52	5010955524112384
"{""age"":49,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":774028,""dimension_condition"":4,""coherence_condition"":80,""predictive_dim"":11,""predictive_idx"":1,""feature_positions"":""3_0_1_2"",""feature_dims"":""15_11_6_4_13_1_3_9_0_2_7_10_14_5_12_8"",""trial"":30,""block"":2,""block_trial"":10,""stim"":""0100"",""shuffled_stim"":""0010"",""label"":0,""rt"":2625,""button_value"":0,""completion_code"":73843}"	2017-08-11T14:14:17	5012114628411392
"{""age"":28,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":38237,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":3,""predictive_idx"":7,""feature_positions"":""5_8_4_6_7_2_3_0_9_1"",""feature_dims"":""6_10_0_2_9_4_11_3_7_15_5_13_8_1_12_14"",""trial"":28,""block"":2,""block_trial"":8,""stim"":""1111011001"",""shuffled_stim"":""1001011111"",""label"":1,""rt"":940,""button_value"":1,""completion_code"":61746}"	2017-08-11T15:41:03	5012720487235584
"{""age"":39,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":208103,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":4,""predictive_idx"":8,""feature_positions"":""8_1_2_7_9_3_4_5_0_6"",""feature_dims"":""0_6_13_2_8_3_14_12_4_11_15_9_1_5_10_7"",""trial"":12,""block"":1,""block_trial"":12,""stim"":""1001110110"",""shuffled_stim"":""1001011110"",""label"":1,""rt"":1089,""button_value"":0,""completion_code"":40409}"	2017-08-11T14:05:51	5012920740085760
"{""age"":45,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":288583,""dimension_condition"":16,""coherence_condition"":80,""predictive_dim"":6,""predictive_idx"":4,""feature_positions"":""6_4_15_13_0_10_11_5_2_1_8_9_12_7_14_3"",""feature_dims"":""12_7_10_15_6_9_11_1_14_5_0_3_13_8_2_4"",""trial"":1,""block"":1,""block_trial"":1,""stim"":""1100011010100000"",""shuffled_stim"":""1000110101100000"",""label"":0,""rt"":6651,""button_value"":0,""completion_code"":40754}"	2017-08-11T13:53:58	5012959260573696
"{""age"":28,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":366793,""dimension_condition"":4,""coherence_condition"":70,""predictive_dim"":9,""predictive_idx"":3,""feature_positions"":""2_1_3_0"",""feature_dims"":""13_4_12_9_2_5_14_3_8_1_15_11_10_6_7_0"",""trial"":55,""block"":3,""block_trial"":15,""stim"":""1110"",""shuffled_stim"":""1101"",""label"":1,""rt"":1479,""button_value"":0,""completion_code"":20608}"	2017-08-11T14:18:18	5013991797555200
"{""age"":26,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":153597,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":2,""predictive_idx"":8,""feature_positions"":""8_7_9_1_3_4_2_5_0_6"",""feature_dims"":""6_5_8_7_0_13_10_1_2_12_9_11_3_14_15_4"",""trial"":57,""block"":3,""block_trial"":17,""stim"":""0001010100"",""shuffled_stim"":""0100100100"",""label"":0,""rt"":922,""button_value"":1,""completion_code"":15647}"	2017-08-11T14:06:21	5014330026229760
"{""age"":46,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":196341,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":4,""predictive_idx"":9,""feature_positions"":""6_4_7_2_8_9_3_5_1_0"",""feature_dims"":""0_5_14_15_10_12_13_3_11_4_7_8_6_2_1_9"",""trial"":36,""block"":2,""block_trial"":16,""stim"":""0000000110"",""shuffled_stim"":""0010100000"",""label"":0,""rt"":5247,""button_value"":0,""completion_code"":39179}"	2017-08-11T15:52:41	5014811599437824
"{""age"":33,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":129725,""dimension_condition"":10,""coherence_condition"":90,""predictive_dim"":6,""predictive_idx"":0,""feature_positions"":""0_5_7_1_6_2_8_4_9_3"",""feature_dims"":""6_12_14_1_2_13_9_8_11_5_10_3_4_0_15_7"",""trial"":40,""block"":2,""block_trial"":20,""stim"":""0000000000"",""shuffled_stim"":""0000000000"",""label"":0,""rt"":1152,""button_value"":0,""completion_code"":92054}"	2017-08-11T13:56:59	5015550602248192
"{""age"":21,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":635133,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":2,""predictive_idx"":4,""feature_positions"":""6_4_3_2_0_1_9_8_5_7"",""feature_dims"":""5_1_14_12_2_10_15_9_7_8_4_13_6_3_0_11"",""trial"":85,""block"":5,""block_trial"":5,""stim"":""1111001111"",""shuffled_stim"":""1011111101"",""label"":1,""rt"":1253,""button_value"":1,""completion_code"":66292}"	2017-08-11T14:06:09	5015731527745536
"{""age"":28,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":576268,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":3,""predictive_idx"":7,""feature_positions"":""3_2_9_4_8_7_1_0_5_6"",""feature_dims"":""6_0_13_5_9_10_2_3_12_4_14_15_8_7_1_11"",""trial"":15,""block"":1,""block_trial"":15,""stim"":""0000000001"",""shuffled_stim"":""0010000000"",""label"":0,""rt"":63735,""button_value"":0,""completion_code"":38446}"	2017-08-11T15:23:47	5015850176217088
"{""age"":30,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":252050,""dimension_condition"":4,""coherence_condition"":70,""predictive_dim"":8,""predictive_idx"":2,""feature_positions"":""2_3_0_1"",""feature_dims"":""10_14_8_12_2_3_11_9_0_15_5_7_4_6_13_1"",""trial"":6,""block"":1,""block_trial"":6,""stim"":""1001"",""shuffled_stim"":""0110"",""label"":1,""rt"":1559,""button_value"":0,""completion_code"":14643}"	2017-08-11T14:12:56	5016997200920576
"{""age"":47,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":601984,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":7,""predictive_idx"":4,""feature_positions"":""8_1_4_6_0_7_9_2_5_3"",""feature_dims"":""6_1_3_8_7_10_15_5_2_0_4_14_11_12_13_9"",""trial"":35,""block"":2,""block_trial"":15,""stim"":""0010111010"",""shuffled_stim"":""1011000110"",""label"":0,""rt"":1293,""button_value"":1,""completion_code"":54526}"	2017-08-11T15:06:20	5017182421385216
"{""age"":26,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":817640,""dimension_condition"":4,""coherence_condition"":90,""predictive_dim"":13,""predictive_idx"":1,""feature_positions"":""3_0_1_2"",""feature_dims"":""2_13_3_7_6_5_9_10_11_4_12_0_14_15_1_8"",""trial"":53,""block"":3,""block_trial"":13,""stim"":""0000"",""shuffled_stim"":""0000"",""label"":0,""rt"":1666,""button_value"":0,""completion_code"":52116}"	2017-08-11T15:48:14	5017414081183744
"{""age"":32,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":90316,""dimension_condition"":16,""coherence_condition"":90,""predictive_dim"":0,""predictive_idx"":0,""feature_positions"":""0_13_6_9_7_11_15_1_4_10_14_2_12_8_5_3"",""feature_dims"":""0_2_4_15_13_14_12_10_3_7_1_6_9_5_8_11"",""trial"":18,""block"":1,""block_trial"":18,""stim"":""0000000000000000"",""shuffled_stim"":""0000000000000000"",""label"":0,""rt"":1975,""button_value"":0,""completion_code"":46590}"	2017-08-11T14:14:57	5017690032832512
"{""age"":30,""gender"":""male"",""country"":""India"",""experiment"":""exp_two_no_timer"",""subject_ID"":316251,""dimension_condition"":16,""coherence_condition"":80,""predictive_dim"":3,""predictive_idx"":8,""feature_positions"":""9_10_1_12_3_8_4_6_0_2_11_14_13_7_15_5"",""feature_dims"":""10_9_12_1_6_7_5_14_3_8_4_0_13_15_2_11"",""trial"":38,""block"":2,""block_trial"":18,""stim"":""0100000100000100"",""shuffled_stim"":""0010000000001100"",""label"":0,""rt"":1880,""button_value"":0,""completion_code"":45105}"	2017-08-11T14:06:48	5017805728514048
"{""age"":40,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":850465,""dimension_condition"":16,""coherence_condition"":80,""predictive_dim"":15,""predictive_idx"":11,""feature_positions"":""11_14_4_7_13_15_10_12_3_5_6_0_1_8_9_2"",""feature_dims"":""10_11_7_4_0_12_6_14_13_3_9_15_1_2_8_5"",""trial"":36,""block"":2,""block_trial"":16,""stim"":""0000111011111011"",""shuffled_stim"":""1110011101100110"",""label"":1,""rt"":2257,""button_value"":1,""completion_code"":28136}"	2017-08-11T14:10:57	5018440309932032
"{""age"":21,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":635133,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":2,""predictive_idx"":4,""feature_positions"":""6_4_3_2_0_1_9_8_5_7"",""feature_dims"":""5_1_14_12_2_10_15_9_7_8_4_13_6_3_0_11"",""trial"":80,""block"":4,""block_trial"":20,""stim"":""0000000111"",""shuffled_stim"":""0000001101"",""label"":0,""rt"":1186,""button_value"":0,""completion_code"":66292}"	2017-08-11T14:05:43	5019467612422144
"{""age"":26,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":581005,""dimension_condition"":10,""coherence_condition"":90,""predictive_dim"":8,""predictive_idx"":1,""feature_positions"":""7_0_6_4_8_1_9_3_2_5"",""feature_dims"":""0_8_11_4_7_9_2_13_1_10_3_6_5_12_14_15"",""trial"":97,""block"":5,""block_trial"":17,""stim"":""0000000100"",""shuffled_stim"":""1000000000"",""label"":0,""rt"":1778,""button_value"":0,""completion_code"":59419}"	2017-08-11T14:12:49	5019751617134592
"{""age"":29,""gender"":""male"",""country"":""India"",""experiment"":""exp_two_no_timer"",""subject_ID"":334524,""dimension_condition"":4,""coherence_condition"":90,""predictive_dim"":3,""predictive_idx"":2,""feature_positions"":""1_2_0_3"",""feature_dims"":""7_5_3_8_12_14_6_13_10_1_9_2_0_11_15_4"",""trial"":76,""block"":4,""block_trial"":16,""stim"":""1111"",""shuffled_stim"":""1111"",""label"":1,""rt"":1356,""button_value"":1,""completion_code"":26181}"	2017-08-11T14:39:44	5020591820111872
"{""age"":41,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":457988,""dimension_condition"":16,""coherence_condition"":90,""predictive_dim"":6,""predictive_idx"":15,""feature_positions"":""1_14_10_9_8_6_13_7_15_5_12_4_2_3_11_0"",""feature_dims"":""14_10_11_12_1_7_4_5_3_0_2_15_13_9_8_6"",""trial"":17,""block"":1,""block_trial"":17,""stim"":""1111111111111111"",""shuffled_stim"":""1111111111111111"",""label"":1,""rt"":1503,""button_value"":1,""completion_code"":69513}"	2017-08-11T14:28:56	5020708052664320
"{""age"":38,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":709828,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":7,""predictive_idx"":0,""feature_positions"":""0_2_3_9_8_7_5_1_6_4"",""feature_dims"":""7_5_15_14_4_10_2_6_12_1_13_8_3_9_11_0"",""trial"":54,""block"":3,""block_trial"":14,""stim"":""0011000000"",""shuffled_stim"":""0110000000"",""label"":0,""rt"":955,""button_value"":0,""completion_code"":90945}"	2017-08-11T14:12:56	5021516580257792
"{""age"":47,""gender"":""female"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":601984,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":7,""predictive_idx"":4,""feature_positions"":""8_1_4_6_0_7_9_2_5_3"",""feature_dims"":""6_1_3_8_7_10_15_5_2_0_4_14_11_12_13_9"",""trial"":63,""block"":4,""block_trial"":3,""stim"":""1010010110"",""shuffled_stim"":""1000110110"",""label"":1,""rt"":3727,""button_value"":1,""completion_code"":54526}"	2017-08-11T15:09:36	5022336382140416
"{""age"":28,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":576268,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":3,""predictive_idx"":7,""feature_positions"":""3_2_9_4_8_7_1_0_5_6"",""feature_dims"":""6_0_13_5_9_10_2_3_12_4_14_15_8_7_1_11"",""trial"":60,""block"":3,""block_trial"":20,""stim"":""1111111110"",""shuffled_stim"":""1101111111"",""label"":1,""rt"":985,""button_value"":1,""completion_code"":38446}"	2017-08-11T15:30:33	5022678905782272
"{""age"":39,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":208103,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":4,""predictive_idx"":8,""feature_positions"":""8_1_2_7_9_3_4_5_0_6"",""feature_dims"":""0_6_13_2_8_3_14_12_4_11_15_9_1_5_10_7"",""trial"":24,""block"":2,""block_trial"":4,""stim"":""1010111111"",""shuffled_stim"":""1011101111"",""label"":1,""rt"":512,""button_value"":0,""completion_code"":40409}"	2017-08-11T14:06:53	5022739840630784
"{""age"":21,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":635133,""dimension_condition"":10,""coherence_condition"":70,""predictive_dim"":2,""predictive_idx"":4,""feature_positions"":""6_4_3_2_0_1_9_8_5_7"",""feature_dims"":""5_1_14_12_2_10_15_9_7_8_4_13_6_3_0_11"",""trial"":12,""block"":1,""block_trial"":12,""stim"":""1110110110"",""shuffled_stim"":""0101110111"",""label"":1,""rt"":988,""button_value"":1,""completion_code"":66292}"	2017-08-11T13:59:56	5022920497692672
"{""age"":29,""gender"":""male"",""country"":""India"",""experiment"":""exp_two_no_timer"",""subject_ID"":334524,""dimension_condition"":4,""coherence_condition"":90,""predictive_dim"":3,""predictive_idx"":2,""feature_positions"":""1_2_0_3"",""feature_dims"":""7_5_3_8_12_14_6_13_10_1_9_2_0_11_15_4"",""trial"":55,""block"":3,""block_trial"":15,""stim"":""0000"",""shuffled_stim"":""0000"",""label"":0,""rt"":1536,""button_value"":0,""completion_code"":26181}"	2017-08-11T14:37:45	5023103973326848
"{""age"":40,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":850465,""dimension_condition"":16,""coherence_condition"":80,""predictive_dim"":15,""predictive_idx"":11,""feature_positions"":""11_14_4_7_13_15_10_12_3_5_6_0_1_8_9_2"",""feature_dims"":""10_11_7_4_0_12_6_14_13_3_9_15_1_2_8_5"",""trial"":63,""block"":4,""block_trial"":3,""stim"":""1010000000010000"",""shuffled_stim"":""1000000000010001"",""label"":0,""rt"":7458,""button_value"":0,""completion_code"":28136}"	2017-08-11T14:14:33	5024356895817728
"{""age"":26,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":153597,""dimension_condition"":10,""coherence_condition"":80,""predictive_dim"":2,""predictive_idx"":8,""feature_positions"":""8_7_9_1_3_4_2_5_0_6"",""feature_dims"":""6_5_8_7_0_13_10_1_2_12_9_11_3_14_15_4"",""trial"":73,""block"":4,""block_trial"":13,""stim"":""1110111111"",""shuffled_stim"":""1111011111"",""label"":1,""rt"":1113,""button_value"":1,""completion_code"":15647}"	2017-08-11T14:08:24	5025800004829184
"{""age"":27,""gender"":""male"",""country"":""United States of America"",""experiment"":""exp_two_no_timer"",""subject_ID"":990539,""dimension_condition"":10,""coherence_condition"":90,""predictive_dim"":2,""predictive_idx"":0,""feature_positions"":""0_6_3_7_5_1_2_8_4_9"",""feature_dims"":""2_7_1_4_15_6_5_13_14_12_8_0_11_10_3_9"",""trial"":3,""block"":1,""block_trial"":3,""stim"":""1111111111"",""shuffled_stim"":""1111111111"",""label"":1,""rt"":9382,""button_value"":0,""completion_code"":48653}"	2017-08-11T14:34:57	5026441297133568
